Request ID,Location Name,Landmark,Request Type,Request Status,Evaluation Status,Funding Status,Evaluation Rank,Evaluation Score,Ranking Month,Ranking Year,Primary St Block,Primary St Prefix Direction,Primary St,Cross St Block,Cross St Prefix,Cross St,Evaluation ID,Location,Request Note,Location Latitude,Location Longitude
REQ14-001230,MANOR RD / SWEENEY LN,,PHB,STUDY,COMPLETED,None Identified,9,450,DEC,2016,5900,,MANOR RD,2500,,SWEENEY LN,PVL16-000190,,,30.3064816,-97.6800484
REQ14-001235,LAMAR BLVD / FAIRFIELD DR,,PHB,STUDY,COMPLETED,None Identified,14,511,JUL,2014,8700,N,LAMAR BLVD,801,,FAIRFIELD DR,PVL14-000380,,,30.3554809,-97.7026886
REQ14-001245,1700 BLK E 51ST ST (Bartholomew Park),Bartholomew Park,PHB,STUDY,COMPLETED,None Identified,16,505,JUL,2014,1700,E,51ST ST,0,,,PVL14-000395,,,30.3018208,-97.6959839
REQ14-001255,7900 BLK S CONGRESS AVE (Capital Area Food Bank),Capital Area Food Bank,PHB,UNDER EVALUATION,COMPLETED,None Identified,34,441,JUL,2014,7900,S,CONGRESS AVE,0,,,PVL14-000405,,,30.17654,-97.78418
REQ14-001255,7900 BLK S CONGRESS AVE (Capital Area Food Bank),Capital Area Food Bank,PHB,UNDER EVALUATION,COMPLETED,None Identified,16,437,DEC,2016,7900,S,CONGRESS AVE,0,,,PVL16-000210,,,30.17654,-97.78418
REQ14-001260,PLEASANT VALLEY RD / BUTTON BEND CIR,,PHB,UNDER EVALUATION,COMPLETED,None Identified,35,435,JUL,2014,4600,S,PLEASANT VALLEY RD,4400,,BUTTON BEND CIR,PVL14-000410,,,30.2015802,-97.7421284
REQ14-001260,PLEASANT VALLEY RD / BUTTON BEND CIR,,PHB,UNDER EVALUATION,COMPLETED,None Identified,19,435,DEC,2016,4600,S,PLEASANT VALLEY RD,4400,,BUTTON BEND CIR,PVL16-000220,,,30.2015802,-97.7421284
REQ14-001265,MARTIN LUTHER KING JR BLVD / CLIFFORD AVE,,PHB,UNDER EVALUATION,COMPLETED,None Identified,38,429,JUL,2014,2900,E,MARTIN LUTHER KING JR BLVD,1600,,CLIFFORD AVE,PVL14-000415,,,30.2819475,-97.707715
REQ14-001265,MARTIN LUTHER KING JR BLVD / CLIFFORD AVE,,PHB,UNDER EVALUATION,COMPLETED,None Identified,22,428,DEC,2016,2900,E,MARTIN LUTHER KING JR BLVD,1600,,CLIFFORD AVE,PVL16-000230,,,30.2819475,-97.707715
REQ14-001270,1221 BLK S LAMAR BLVD (AMLI),AMLI,PHB,UNDER EVALUATION,COMPLETED,None Identified,47,410,JUL,2014,1221,S,LAMAR BLVD,0,,,PVL14-000420,,,30.252393,-97.764113
REQ14-001270,1221 BLK S LAMAR BLVD (AMLI),AMLI,PHB,UNDER EVALUATION,COMPLETED,None Identified,33,410,DEC,2016,1221,S,LAMAR BLVD,0,,,PVL16-000240,,,30.252393,-97.764113
REQ16-001280,MESA DR / CIMA SERENA,,PHB,NOT RECOMMENDED,COMPLETED,1/4 Cent,12,0,,,8406,,MESA DR,3901,,CIMA SERENA,PVL16-001230,,Does not meet PHB installation requirements.,30.3774548,-97.75347857
REQ14-001285,STASSNEY LN / TALLOW TREE DR,,PHB,UNDER EVALUATION,COMPLETED,None Identified,42,423,JUL,2014,2230,E,STASSNEY LN,5619,,TALLOW TREE DR,PVL14-000435,,,30.1933993,-97.7535891
REQ14-001285,STASSNEY LN / TALLOW TREE DR,,PHB,UNDER EVALUATION,COMPLETED,None Identified,27,416,DEC,2016,2230,E,STASSNEY LN,5619,,TALLOW TREE DR,PVL16-000370,,,30.1933993,-97.7535891
REQ14-001290,MANCHACA RD / EDGEWARE DR,,PHB,UNDER EVALUATION,COMPLETED,None Identified,36,408,DEC,2016,3200,,MANCHACA RD,1901,,EDGEWARE DR,PVL16-000270,,,30.2397255,-97.7823447
REQ14-001295,ANDERSON LN / MULLEN DR,,PHB,UNDER EVALUATION,COMPLETED,None Identified,39,426,JUL,2014,1900,W,ANDERSON LN,7800,,MULLEN DR,PVL14-000445,,,30.3538418,-97.72601836
REQ14-001295,ANDERSON LN / MULLEN DR,,PHB,UNDER EVALUATION,COMPLETED,None Identified,26,423,DEC,2016,1900,W,ANDERSON LN,7800,,MULLEN DR,PVL16-000275,,,30.3538418,-97.72601836
REQ14-001300,WESTERN TRAILS BLVD / TEJAS TRL,,PHB,UNDER EVALUATION,COMPLETED,None Identified,62,362,JUL,2014,2507,,WESTERN TRAILS BLVD,4501,,TEJAS TRL,PVL14-000450,,,30.2297525,-97.7970532
REQ14-001300,WESTERN TRAILS BLVD / TEJAS TRL,,PHB,UNDER EVALUATION,COMPLETED,None Identified,62,362,DEC,2016,2507,,WESTERN TRAILS BLVD,4501,,TEJAS TRL,PVL16-000290,,,30.2297525,-97.7970532
REQ14-001310,500 BLK N PLEASANT VALLEY RD,,PHB,NOT RECOMMENDED,COMPLETED,None Identified,26,471,JUL,2014,500,N,PLEASANT VALLEY RD,0,,,PVL14-000460,,,30.25773,-97.71057
REQ14-001315,701 BLK E DEAN KEETON ST,,PHB,RECOMMENDED,COMPLETED,Private,46,411,JUL,2014,701,E,DEAN KEETON ST,0,,,PVL14-000465,,UT funded PHB request,30.289264,-97.731121
REQ14-001315,701 BLK E DEAN KEETON ST,,PHB,RECOMMENDED,COMPLETED,Private,,367,DEC,2016,701,E,DEAN KEETON ST,0,,,PVL16-000305,,UT funded PHB request,30.289264,-97.731121
REQ14-001320,7TH ST / SAN MARCOS ST,,PHB,UNDER EVALUATION,COMPLETED,None Identified,45,415,JUL,2014,922,E,7TH ST,700,,SAN MARCOS ST,PVL14-000470,,,30.2660183,-97.7321093
REQ14-001320,7TH ST / SAN MARCOS ST,,PHB,UNDER EVALUATION,COMPLETED,None Identified,28,415,DEC,2016,922,E,7TH ST,700,,SAN MARCOS ST,PVL16-000320,,,30.2660183,-97.7321093
REQ14-001325,MANCHACA RD / SEDGEMOOR TRL,,PHB,UNDER EVALUATION,COMPLETED,None Identified,53,394,JUL,2014,9202,,MANCHACA RD,9201,,SEDGEMOOR TRL,PVL14-000475,,,30.1799061,-97.8201123
REQ14-001325,MANCHACA RD / SEDGEMOOR TRL,,PHB,UNDER EVALUATION,COMPLETED,None Identified,44,398,DEC,2016,9202,,MANCHACA RD,9201,,SEDGEMOOR TRL,PVL16-000325,,,30.1799061,-97.8201123
REQ16-001330,MARTIN LUTHER KING JR BLVD / ASTOR PL,,PHB,NOT RECOMMENDED,COMPLETED,1/4 Cent,12,0,,,4208,E,MARTIN LUTHER KING JR BLVD,1600,,ASTOR PL,PVL16-001320,,Does not meet PHB installation requirements.,30.2852688,-97.68646449
REQ14-001335,MANCHACA RD / REDWATER DR,,PHB,UNDER EVALUATION,COMPLETED,None Identified,52,400,JUL,2014,10000,,MANCHACA RD,1801,,REDWATER DR,PVL14-000485,,,30.1680241,-97.82621
REQ14-001335,MANCHACA RD / REDWATER DR,,PHB,UNDER EVALUATION,COMPLETED,None Identified,43,400,DEC,2016,10000,,MANCHACA RD,1801,,REDWATER DR,PVL16-000335,,,30.1680241,-97.82621
REQ14-001340,FREIDRICH LN / DIRECTORS BLVD,,PHB,UNDER EVALUATION,COMPLETED,None Identified,54,392,JUL,2014,4100,,FREIDRICH LN,1800,,DIRECTORS BLVD,PVL14-000490,,,30.2122069,-97.7482662
REQ14-001340,FREIDRICH LN / DIRECTORS BLVD,,PHB,UNDER EVALUATION,COMPLETED,None Identified,47,392,DEC,2016,4100,,FREIDRICH LN,1800,,DIRECTORS BLVD,PVL16-000345,,,30.2122069,-97.7482662
REQ14-001350,SAN JACINTO BLVD / 17TH ST,,PHB,UNDER EVALUATION,COMPLETED,None Identified,56,389,JUL,2014,1700,,SAN JACINTO BLVD,200,E,17TH ST,PVL14-000500,,,30.2780472,-97.7364433
REQ14-001350,SAN JACINTO BLVD / 17TH ST,,PHB,UNDER EVALUATION,COMPLETED,None Identified,48,391,DEC,2016,1700,,SAN JACINTO BLVD,200,E,17TH ST,PVL16-000355,,,30.2780472,-97.7364433
REQ15-000540,AVERY RANCH BLVD / NORTH CANOA HILLS TRL,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,15,110,MAY,2015,14400,,AVERY RANCH BLVD,10700,,NORTH CANOA HILLS TRL,TVL15-000570,"(30.4967387, -97.7817699)",,30.4967387,-97.7817699
REQ14-001365,ANDERSON MILL RD / PECAN CREEK PKWY,,PHB,UNDER EVALUATION,COMPLETED,None Identified,59,375,JUL,2014,10706,,ANDERSON MILL RD,11500,,PECAN CREEK PKWY,PVL14-000515,,,30.4469471,-97.81194141
REQ14-001365,ANDERSON MILL RD / PECAN CREEK PKWY,,PHB,UNDER EVALUATION,COMPLETED,None Identified,55,375,DEC,2016,10706,,ANDERSON MILL RD,11500,,PECAN CREEK PKWY,PVL16-000375,,,30.4469471,-97.81194141
REQ14-001370,DAVIS LN / COPANO DR,,PHB,NOT RECOMMENDED,COMPLETED,None Identified,60,370,JUL,2014,4601,,DAVIS LN,8901,,COPANO DR,PVL14-000520,,Traffic signal recommended,30.2017832,-97.8574657
REQ14-001370,DAVIS LN / COPANO DR,,PHB,NOT RECOMMENDED,COMPLETED,None Identified,,370,DEC,2016,4601,,DAVIS LN,8901,,COPANO DR,PVL16-001535,,Traffic signal recommended,30.2017832,-97.8574657
REQ14-001375,LOYOLA LN / COLONY PARK DR,,PHB,STUDY,COMPLETED,None Identified,58,378,JUL,2014,6716,,LOYOLA LN,6700,,COLONY PARK DR,PVL14-000525,,being studied for a traffic signal,30.2984979,-97.6446561
REQ14-001375,LOYOLA LN / COLONY PARK DR,,PHB,STUDY,COMPLETED,None Identified,,368,DEC,2016,6716,,LOYOLA LN,6700,,COLONY PARK DR,PVL16-001540,,being studied for a traffic signal,30.2984979,-97.6446561
REQ14-001380,RED RIVER ST / 30TH ST,,PHB,UNDER EVALUATION,COMPLETED,None Identified,55,390,JUL,2014,3000,,RED RIVER ST,900,E,30TH ST,PVL14-000530,,,30.2889019,-97.7267944
REQ14-001380,RED RIVER ST / 30TH ST,,PHB,UNDER EVALUATION,COMPLETED,None Identified,50,390,DEC,2016,3000,,RED RIVER ST,900,E,30TH ST,PVL16-001545,,,30.2889019,-97.7267944
REQ14-001385,ST JOHNS AVE / BETHUNE AVE,,PHB,UNDER EVALUATION,COMPLETED,None Identified,64,360,JUL,2014,1000,E,ST JOHNS AVE,7200,,BETHUNE AVE,PVL14-000535,,,30.3301126,-97.6982888
REQ14-001385,ST JOHNS AVE / BETHUNE AVE,,PHB,UNDER EVALUATION,COMPLETED,None Identified,64,357,DEC,2016,1000,E,ST JOHNS AVE,7200,,BETHUNE AVE,PVL16-001550,,,30.3301126,-97.6982888
REQ14-001395,12208 BLK TECHNOLOGY BLVD,,PHB,UNDER EVALUATION,COMPLETED,None Identified,65,355,JUL,2014,12208,,TECHNOLOGY BLVD,0,,,PVL14-000545,,,30.43525,-97.75964
REQ14-001395,12208 BLK TECHNOLOGY BLVD,,PHB,UNDER EVALUATION,COMPLETED,None Identified,65,355,DEC,2016,12208,,TECHNOLOGY BLVD,0,,,PVL16-001560,,,30.43525,-97.75964
REQ14-001400,700 BLK CENTER RIDGE DR,,PHB,UNDER EVALUATION,COMPLETED,None Identified,69,335,JUL,2014,700,,CENTER RIDGE DR,0,,,PVL14-000550,,,30.4176425,-97.6712075
REQ14-001400,700 BLK CENTER RIDGE DR,,PHB,UNDER EVALUATION,COMPLETED,None Identified,71,335,DEC,2016,700,,CENTER RIDGE DR,0,,,PVL16-001555,,,30.4176425,-97.6712075
REQ14-001405,LOYOLA LN / SANDSHOF DR,,PHB,UNDER EVALUATION,COMPLETED,None Identified,61,364,JUL,2014,6506,,LOYOLA LN,6700,,SANDSHOF DR,PVL14-000555,,,30.2990208,-97.64558941
REQ14-001405,LOYOLA LN / SANDSHOF DR,,PHB,UNDER EVALUATION,COMPLETED,None Identified,,338,DEC,2016,6506,,LOYOLA LN,6700,,SANDSHOF DR,PVL16-001630,,,30.2990208,-97.64558941
REQ14-001410,MANCHACA RD / CIMARRON TRL,,PHB,UNDER EVALUATION,COMPLETED,None Identified,67,341,JUL,2014,4500,,MANCHACA RD,2001,,CIMARRON TRL,PVL14-000560,,,30.2270336,-97.79016423
REQ14-001410,MANCHACA RD / CIMARRON TRL,,PHB,UNDER EVALUATION,COMPLETED,None Identified,69,342,DEC,2016,4500,,MANCHACA RD,2001,,CIMARRON TRL,PVL16-001520,,,30.2270336,-97.79016423
REQ14-001415,SLAUGHTER LN / VINEMONT DR,,PHB,UNDER EVALUATION,COMPLETED,None Identified,66,345,JUL,2014,6300,W,SLAUGHTER LN,9601,,VINEMONT DR,PVL14-000565,,,30.2033024,-97.88467196
REQ14-001415,SLAUGHTER LN / VINEMONT DR,,PHB,UNDER EVALUATION,COMPLETED,None Identified,68,345,DEC,2016,6300,W,SLAUGHTER LN,9601,,VINEMONT DR,PVL16-001525,,,30.2033024,-97.88467196
REQ14-001420,WEST GATE BLVD / COHOBA DR,,PHB,UNDER EVALUATION,COMPLETED,None Identified,68,336,JUL,2014,8900,,WEST GATE BLVD,2927,,COHOBA DR,PVL14-000570,,,30.187032,-97.8361346
REQ14-001420,WEST GATE BLVD / COHOBA DR,,PHB,UNDER EVALUATION,COMPLETED,None Identified,70,337,DEC,2016,8900,,WEST GATE BLVD,2927,,COHOBA DR,PVL16-001530,,,30.187032,-97.8361346
REQ14-001425,MANCHACA RD / FOREST HILL DR,,PHB,UNDER EVALUATION,COMPLETED,None Identified,70,332,JUL,2014,4519,,MANCHACA RD,1601,,FOREST HILL DR,PVL14-000575,,,30.2257656,-97.7909699
REQ14-001425,MANCHACA RD / FOREST HILL DR,,PHB,UNDER EVALUATION,COMPLETED,None Identified,73,333,DEC,2016,4519,,MANCHACA RD,1601,,FOREST HILL DR,PVL16-001575,,,30.2257656,-97.7909699
REQ14-001430,38TH ST / MONTROSE ST,,PHB,UNDER EVALUATION,COMPLETED,None Identified,73,315,JUL,2014,604,E,38TH ST,3700,,MONTROSE ST,PVL14-000580,,,30.297868,-97.728117
REQ14-001430,38TH ST / MONTROSE ST,,PHB,UNDER EVALUATION,COMPLETED,None Identified,81,315,DEC,2016,604,E,38TH ST,3700,,MONTROSE ST,PVL16-001580,,,30.297868,-97.728117
REQ14-001435,10200 BLK BURNET RD (Travis County Adult Probation),Travis County Adult Probation,PHB,UNDER EVALUATION,COMPLETED,None Identified,72,325,JUL,2014,10200,,BURNET RD,0,,,PVL14-000585,,,30.3874584,-97.7216121
REQ14-001435,10200 BLK BURNET RD (Travis County Adult Probation),Travis County Adult Probation,PHB,UNDER EVALUATION,COMPLETED,None Identified,75,329,DEC,2016,10200,,BURNET RD,0,,,PVL16-001585,,,30.3874584,-97.7216121
REQ14-001440,PLEASANT VALLEY RD / FRANKLIN PARK DR,,PHB,UNDER EVALUATION,COMPLETED,None Identified,71,330,JUL,2014,4904,S,PLEASANT VALLEY RD,4410,,FRANKLIN PARK DR,PVL14-000590,,,30.1984911,-97.7432195
REQ14-001440,PLEASANT VALLEY RD / FRANKLIN PARK DR,,PHB,UNDER EVALUATION,COMPLETED,None Identified,74,330,DEC,2016,4904,S,PLEASANT VALLEY RD,4410,,FRANKLIN PARK DR,PVL16-001595,,,30.1984911,-97.7432195
REQ14-001445,WEST GATE BLVD / NESBIT DR,,PHB,UNDER EVALUATION,COMPLETED,None Identified,73,315,JUL,2014,9200,,WEST GATE BLVD,3001,,NESBIT DR,PVL14-000595,,,30.184284,-97.8381682
REQ14-001445,WEST GATE BLVD / NESBIT DR,,PHB,UNDER EVALUATION,COMPLETED,None Identified,81,315,DEC,2016,9200,,WEST GATE BLVD,3001,,NESBIT DR,PVL16-001590,,,30.184284,-97.8381682
REQ14-001455,4500 BLK SETON CENTER PKWY,,PHB,UNDER EVALUATION,COMPLETED,None Identified,77,280,JUL,2014,4500,,SETON CENTER PKWY,0,,,PVL14-000605,,,30.4019637,-97.7423871
REQ14-001455,4500 BLK SETON CENTER PKWY,,PHB,UNDER EVALUATION,COMPLETED,None Identified,89,280,DEC,2016,4500,,SETON CENTER PKWY,0,,,PVL16-001600,,,30.4019637,-97.7423871
REQ14-001460,ENFIELD RD / LORRAIN ST,,PHB,UNDER EVALUATION,COMPLETED,None Identified,80,260,JUL,2014,1400,,ENFIELD RD,1500,,LORRAIN ST,PVL14-000610,,,30.2811903,-97.754955
REQ14-001460,ENFIELD RD / LORRAIN ST,,PHB,UNDER EVALUATION,COMPLETED,None Identified,96,260,DEC,2016,1400,,ENFIELD RD,1500,,LORRAIN ST,PVL16-001605,,,30.2811903,-97.754955
REQ14-001465,WEST GATE BLVD / RANCH RD,,PHB,UNDER EVALUATION,COMPLETED,None Identified,78,276,JUL,2014,7914,,WEST GATE BLVD,8005,,RANCH RD,PVL14-000615,,,30.1986198,-97.8273468
REQ14-001465,WEST GATE BLVD / RANCH RD,,PHB,UNDER EVALUATION,COMPLETED,None Identified,90,276,DEC,2016,7914,,WEST GATE BLVD,8005,,RANCH RD,PVL16-001610,,,30.1986198,-97.8273468
REQ14-001470,2200 BLK RED RIVER ST,,PHB,UNDER EVALUATION,COMPLETED,None Identified,79,265,JUL,2014,2200,,RED RIVER ST,0,,,PVL14-000620,,,30.2860545,-97.7271202
REQ14-001470,2200 BLK RED RIVER ST,,PHB,UNDER EVALUATION,COMPLETED,None Identified,93,265,DEC,2016,2200,,RED RIVER ST,0,,,PVL16-001615,,,30.2860545,-97.7271202
REQ14-001475,HARRIS BRANCH PKWY / ST MERRYN RD,,PHB,UNDER EVALUATION,COMPLETED,None Identified,76,290,JUL,2014,11216,,HARRIS BRANCH PKWY,11112,,ST MERRYN RD,PVL14-000625,,,30.3473896,-97.6137139
REQ14-001475,HARRIS BRANCH PKWY / ST MERRYN RD,,PHB,UNDER EVALUATION,COMPLETED,None Identified,87,290,DEC,2016,11216,,HARRIS BRANCH PKWY,11112,,ST MERRYN RD,PVL16-001620,,,30.3473896,-97.6137139
REQ14-001480,WEST GATE BLVD / HIDDEN OAKS DR,,PHB,UNDER EVALUATION,COMPLETED,None Identified,82,235,JUL,2014,7209,,WEST GATE BLVD,2605,,HIDDEN OAKS DR,PVL14-000630,,,30.203448,-97.8174736
REQ14-001480,WEST GATE BLVD / HIDDEN OAKS DR,,PHB,UNDER EVALUATION,COMPLETED,None Identified,97,235,DEC,2016,7209,,WEST GATE BLVD,2605,,HIDDEN OAKS DR,PVL16-001625,,,30.203448,-97.8174736
REQ14-001485,45TH ST / RAMSEY AVE,,PHB,UNDER EVALUATION,COMPLETED,None Identified,85,220,JUL,2014,1600,W,45TH ST,4500,,RAMSEY AVE,PVL14-000635,,,30.3162044,-97.7433696
REQ14-001485,45TH ST / RAMSEY AVE,,PHB,UNDER EVALUATION,COMPLETED,None Identified,100,220,DEC,2016,1600,W,45TH ST,4500,,RAMSEY AVE,PVL16-001705,,,30.3162044,-97.7433696
REQ14-001490,MANCHACA RD / MILES AVE,,PHB,UNDER EVALUATION,COMPLETED,None Identified,84,224,JUL,2014,6400,,MANCHACA RD,1901,,MILES AVE,PVL14-000640,,,30.2070235,-97.8058636
REQ14-001490,MANCHACA RD / MILES AVE,,PHB,UNDER EVALUATION,COMPLETED,None Identified,99,224,DEC,2016,6400,,MANCHACA RD,1901,,MILES AVE,PVL16-001635,,,30.2070235,-97.8058636
REQ14-001495,HARRIS BRANCH PKWY / GILES LN,,PHB,UNDER EVALUATION,COMPLETED,None Identified,82,235,JUL,2014,11201,,HARRIS BRANCH PKWY,10900,,GILES LN,PVL14-000645,,,30.3453457,-97.6135619
REQ14-001495,HARRIS BRANCH PKWY / GILES LN,,PHB,UNDER EVALUATION,COMPLETED,None Identified,97,235,DEC,2016,11201,,HARRIS BRANCH PKWY,10900,,GILES LN,PVL16-001640,,,30.3453457,-97.6135619
REQ14-001500,PARKCREST DR / BALCONES DR,,PHB,NOT RECOMMENDED,COMPLETED,None Identified,81,252,JUL,2014,5400,,PARKCREST DR,5212,,BALCONES DR,PVL14-000650,,being studied for a traffic signal,30.3354359,-97.75877021
REQ14-001500,PARKCREST DR / BALCONES DR,,PHB,NOT RECOMMENDED,COMPLETED,None Identified,,252,DEC,2016,5400,,PARKCREST DR,5212,,BALCONES DR,PVL16-001645,,being studied for a traffic signal,30.3354359,-97.75877021
REQ14-001545,9516 BLK N LAMAR BLVD,,PHB,NOT RECOMMENDED,COMPLETED,None Identified,9,550,JUL,2014,9516,N,LAMAR BLVD,0,,,PVL14-000695,,Too close to existing traffic signals.,30.3662615,-97.6964064
REQ14-001555,1000 BLK NORWOOD PARK BLVD,,PHB,RECOMMENDED,COMPLETED,None Identified,9,416,DEC,2014,1000,,NORWOOD PARK BLVD,0,,,PVL14-000705,,,30.3387775,-97.6926828
REQ14-001560,GUADALUPE ST / 25TH ST,,PHB,NOT RECOMMENDED,COMPLETED,None Identified,4,490,DEC,2014,2400,,GUADALUPE ST,301,W,25TH ST,PVL14-000710,,Does not meet PHB installation requirements.,30.2887669,-97.7414703
REQ14-001585,LAMAR BLVD / SUNSHINE DR,,PHB,NOT RECOMMENDED,COMPLETED,None Identified,2,511,DEC,2014,4500,N,LAMAR BLVD,4600,,SUNSHINE DR,PVL14-000735,,Most of the pedestrian demand in this area served by existing PHB to the north.,30.3149064,-97.7366433
REQ14-001595,RED RIVER ST / 40TH ST,,PHB,UNDER EVALUATION,COMPLETED,None Identified,7,425,DEC,2014,4000,,RED RIVER ST,900,E,40TH ST,PVL14-000745,,,30.298572,-97.7226818
REQ14-001595,RED RIVER ST / 40TH ST,,PHB,UNDER EVALUATION,COMPLETED,None Identified,61,364,DEC,2016,4000,,RED RIVER ST,900,E,40TH ST,PVL16-001650,,,30.298572,-97.7226818
REQ15-000595,FM 2222 RD / HIGHLAND HILLS CIR,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,26,65,MAY,2015,3552,,FM 2222 RD,5700,,HIGHLAND HILLS CIR,TVL15-000515,"(30.3395348, -97.7593307)",,30.3395348,-97.7593307
REQ15-000600,AVERY RANCH BLVD / DOUBLE EAGLE PASS,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,128,5,DEC,2016,15700,,AVERY RANCH BLVD,10200,,DOUBLE EAGLE PASS,TVL16-002600,"(30.5017547, -97.7568588)",,30.5017547,-97.7568588
REQ16-000845,BRODIE LN / BRODIE LN (Villages of Bella Vista & Ridgeview Apts.),Villages of Bella Vista & Ridgeview Apts.,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,50,125,DEC,2016,8300,,BRODIE LN,8601,,BRODIE LN,TVL16-003250,"(30.19862, -97.840158)",at entrance to Villages of Bella Vista & Ridgeview Apts.,30.19862,-97.840158
REQ16-000850,29TH ST / JEFFERSON ST,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,82,90,DEC,2017,1700,W,29TH ST,2814,,JEFFERSON ST,TVL17-003675,"(30.3018088, -97.7551691)",,30.3018088,-97.7551691
REQ16-001640,6TH ST / WALLER ST,,PHB,NOT RECOMMENDED,COMPLETED,1/4 Cent,12,0,,,1100,E,6TH ST,600,,WALLER ST,PVL16-000790,,All-way stop installed.,30.2644081,-97.7305374
REQ16-000905,NUCKOLS CROSSING RD / VERTEX BLVD,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,76,95,DEC,2016,8600,,NUCKOLS CROSSING RD,8601,,VERTEX BLVD,TVL16-003315,"(30.1578485, -97.7523808)",,30.1578485,-97.7523808
REQ16-001005,SCOFIELD RIDGE PKWY / HOWARD LN,,TRAFFIC,STUDY,COMPLETED,None Identified,1,390,DEC,2016,1800,,SCOFIELD RIDGE PKWY,1718,W,HOWARD LN,TVL16-000105,"(30.428375, -97.681229)",,30.428375,-97.681229
REQ16-001015,HOWARD LN / WELLS BRANCH PKWY,,TRAFFIC,CONSTRUCTION,COMPLETED,Funded,5,0,,,3301,W,HOWARD LN,3313,W,WELLS BRANCH PKWY,TVL16-000095,"(30.4400311, -97.69589448)",Constructed for Travis County - Reimbursable.,30.4400311,-97.69589448
REQ15-001790,HUNTLAND DR / ROLAND JOHNSON DR,,PHB,UNDER EVALUATION,COMPLETED,None Identified,16,414,DEC,2015,400,E,HUNTLAND DR,6900,,ROLAND JOHNSON DR,PVL15-000940,,,30.3305399,-97.707102
